"tx_id","tx_name","tx_chrom","tx_strand","tx_start","tx_end"
37034,"Bra037428","A06","-",20022364,20024082
37035,"Bra037429","A06","-",20026835,20029331
37036,"Bra037430","A06","-",20030767,20032762
37037,"Bra037431","A06","-",20035568,20037261
37038,"Bra037432","A06","+",20044575,20048967
37039,"Bra037433","A06","+",20049503,20050575
37040,"Bra037434","A06","+",20052526,20053543
37041,"Bra037435","A06","-",20055837,20057591
37042,"Bra037436","A06","+",20062559,20063514
37043,"Bra037437","A06","+",20067822,20070331
37044,"Bra037438","A06","-",20071368,20074312
37045,"Bra037439","A06","+",20074384,20081678
37046,"Bra037440","A06","-",20082043,20085248
37047,"Bra037441","A06","-",20085690,20087109
37048,"Bra037442","A06","-",20087896,20089578
37049,"Bra037443","A06","+",20092536,20096516
37050,"Bra037444","A06","-",20096913,20099890
37051,"Bra037445","A06","-",20100243,20104115
37052,"Bra037446","A06","-",20104270,20105404
37053,"Bra037447","A06","+",20114907,20115499
37054,"Bra037448_Bra037451","A06","-",20122411,20143383
37055,"Bra037449","A06","+",20135160,20135548
37056,"Bra037450","A06","-",20138406,20138881
37057,"Bra037452_Bra037454","A06","+",20159237,20182980
37058,"Bra037453","A06","-",20161847,20174649
37059,"Bra037455","A06","-",20185352,20186222
37060,"Bra037456","A06","+",20191681,20193773
37061,"Bra037457","A06","+",20194701,20195964
37062,"Bra037458","A06","+",20197195,20199603
37063,"Bra037459","A06","+",20200777,20202503
37064,"Bra037460","A06","+",20207623,20209702
37065,"Bra037461","A06","-",20209972,20210752
37066,"Bra037462","A06","+",20211028,20212764
37067,"Bra037463","A06","+",20215486,20220485
37068,"Bra037464","A06","-",20219658,20221357
37069,"Bra037465","A06","-",20221897,20224986
37070,"Bra037466","A06","+",20228569,20230565
37071,"Bra037467","A06","+",20233376,20238563
37072,"Bra037468","A06","-",20235077,20237955
37073,"Bra037469","A06","-",20239002,20240776
37074,"Bra037470","A06","+",20244510,20247033
37075,"Bra037471","A06","+",20248814,20250485
37076,"Bra037472","A06","-",20251235,20253764
37077,"Bra037473","A06","+",20255091,20257276
37078,"Bra037474","A06","-",20257934,20260107
37079,"Bra037475","A06","-",20261918,20263465
37080,"Bra037476","A06","+",20263794,20265329
37081,"Bra037477","A06","+",20266920,20270172
37082,"Bra037478","A06","-",20273048,20276148
37083,"Bra037479","A06","-",20277842,20279353
37084,"Bra037480","A06","+",20281939,20282968
37085,"Bra037481","A06","+",20284257,20285662
37086,"Bra037482","A06","-",20286200,20291062
37087,"Bra037483","A06","-",20296928,20298404
37088,"Bra037484","A06","-",20303899,20305112
37089,"Bra037485","A06","-",20306016,20307197
37090,"Bra037486","A06","+",20308145,20312617
37091,"Bra037487","A06","-",20314684,20318522
37092,"Bra037488","A06","-",20320900,20324457
37093,"Bra037489","A06","-",20325666,20329387
37094,"Bra037490","A06","+",20329875,20332968
37095,"Bra037491","A06","-",20333709,20336542
37096,"Bra037492","A06","-",20340064,20342472
37097,"Bra037493","A06","-",20342894,20344973
37098,"Bra037494","A06","+",20346155,20351724
37099,"Bra037495","A06","-",20354432,20357211
37100,"Bra037496","A06","+",20361867,20362512
37101,"Bra037497","A06","-",20362877,20363880
37102,"Bra037498","A06","+",20366046,20367208
37103,"Bra037499","A06","+",20369502,20370905
37104,"Bra037500","A06","-",20371452,20373177
37105,"Bra037501","A06","+",20373983,20376513
37106,"Bra037502","A06","-",20376636,20379189
37107,"Bra037503","A06","-",20379784,20380735
37108,"Bra037504","A06","-",20380294,20380735
37109,"Bra037505","A06","-",20382285,20382585
37110,"Bra037506","A06","+",20385469,20387073
37111,"Bra037507","A06","+",20395109,20396077
37112,"Bra037508","A06","+",20398079,20399003
37113,"Bra037509","A06","+",20403760,20407530
37114,"Bra037510","A06","+",20410059,20412553
37115,"Bra037511","A06","-",20412815,20414603
37116,"Bra037512","A06","-",20420019,20423214
37117,"Bra037513","A06","-",20424227,20425511
37118,"Bra037514","A06","+",20426342,20430178
37119,"Bra037515","A06","+",20430339,20432530
37120,"Bra037516","A06","-",20432619,20433820
37121,"Bra037517","A06","+",20435098,20438140
37122,"Bra037518","A06","+",20438292,20441430
37123,"Bra037519","A06","+",20444531,20445498
37124,"Bra037520","A06","-",20455934,20460711
37125,"Bra037521","A06","-",20463896,20466885
37126,"Bra037522","A06","-",20466996,20468292
37127,"Bra037523","A06","+",20468680,20471310
37128,"Bra037524","A06","+",20471702,20472753
37129,"Bra037525","A06","-",20472958,20475237
37130,"Bra037526","A06","-",20476435,20478638
37131,"Bra037527","A06","+",20478801,20480507
37132,"Bra037528","A06","-",20479046,20486633
37133,"Bra037529","A06","+",20491872,20495244
37134,"Bra037530","A06","-",20495396,20496517
37135,"Bra037531","A06","-",20496810,20498677
37136,"Bra037532","A01","-",20857376,20858107
37137,"Bra037533","A01","-",20860780,20863452
37138,"Bra037534","A01","+",20871530,20874924
37139,"Bra037535","A01","-",20873866,20874910
37140,"Bra037536","A01","+",20878114,20885202
37141,"Bra037537","A01","+",20887691,20889451
37142,"Bra037538","A01","+",20890051,20892943
37143,"Bra037539","A01","-",20895178,20898787
37144,"Bra037540","A01","+",20908349,20908739
37145,"Bra037541","A01","+",20917090,20925389
37146,"Bra037542","A01","+",20927607,20928214
37147,"Bra037543","A01","+",20942238,20944911
37148,"Bra037544","A01","+",20957483,20960625
37149,"Bra037545","A01","-",20970834,20972680
37150,"Bra037546","A01","-",20981049,20981677
37151,"Bra037548","A01","-",20981211,20981677
37152,"Bra037549","A01","+",20993439,20994296
37153,"Bra037550","A01","+",21008355,21010661
37154,"Bra037551","A01","-",21011292,21014092
37155,"Bra037552","A01","-",21016671,21018439
37156,"Bra037553","A01","+",21050292,21052443
37157,"Bra037554","A01","-",21052937,21055430
37158,"Bra037555","A01","+",21067897,21071678
37159,"Bra037556","A01","+",21079303,21080966
37160,"Bra037557","A01","-",21101989,21103885
37161,"Bra037558","A01","+",21105663,21108750
37162,"Bra037559","A01","-",21108484,21109179
37163,"Bra037560","A01","-",21113463,21115943
37164,"Bra037561","A01","-",21119619,21120460
37165,"Bra037562","A01","-",21124378,21125570
37166,"Bra037563","A01","-",21129996,21135158
37167,"Bra037564","A01","+",21142850,21144788
37168,"Bra037565","A01","+",21145559,21149204
37169,"Bra037566","A01","-",21149095,21149536
37170,"Bra037567","A01","-",21153057,21153897
37171,"Bra037568","A01","+",21162622,21164216
37172,"Bra037569","A01","+",21168945,21170132
37173,"Bra037570","A01","+",21177442,21180979
37174,"Bra037571","A01","+",21181564,21182685
37175,"Bra037572","A01","+",21183347,21186073
37176,"Bra037573","A01","+",21192217,21193373
37177,"Bra037574","A01","+",21202041,21205928
37178,"Bra037575","A01","-",21205656,21206810
37179,"Bra037576","A01","+",21214268,21215366
37180,"Bra037577","A01","+",21215529,21216024
37181,"Bra037578","A01","-",21217778,21218665
37182,"Bra037579","A01","-",21234547,21237311
37183,"Bra037580","A01","+",21266374,21268668
37184,"Bra037581","A01","-",21277551,21286005
37185,"Bra037582","A01","+",21288247,21288475
37186,"Bra037583","A01","+",21289601,21292517
37187,"Bra037584","A01","-",21292984,21293376
37188,"Bra037585","A01","+",21298399,21300715
37189,"Bra037586","A01","-",21301086,21305221
37190,"Bra037587","A01","+",21305363,21307811
37191,"Bra037588","A01","+",21308699,21309830
37192,"Bra037589","A01","-",21311675,21313138
37193,"Bra037590","A01","-",21314576,21317847
37194,"Bra037591","A01","-",21319735,21320358
37195,"Bra037592","A01","-",21321727,21327326
37196,"Bra037593","A01","+",21331435,21332984
37197,"Bra037594","A01","+",21339601,21341109
37198,"Bra037595","A01","+",21342952,21343372
37199,"Bra037596","A01","-",21344421,21346915
37200,"Bra037597","A01","-",12477064,12480900
37201,"Bra037598","A01","-",12501264,12502157
37202,"Bra037599","A01","+",12504904,12512943
37203,"Bra037600","A01","-",12581776,12583532
37204,"Bra037601","A01","+",12586772,12593629
37205,"Bra037602","A01","-",12594026,12594209
37206,"Bra037603","A01","-",12601243,12609133
37207,"Bra037604","A01","-",12611406,12614346
37208,"Bra037605","A01","-",12622586,12625198
37209,"Bra037606","A01","+",12627346,12630844
37210,"Bra037607","A01","+",12645431,12647995
37211,"Bra037608","A01","-",12650863,12655288
37212,"Bra037609","A01","+",12656059,12657786
37213,"Bra037610","A01","+",12657912,12660753
37214,"Bra037611","A01","-",12670968,12672823
37215,"Bra037612","A01","-",12695988,12699466
37216,"Bra037613","A01","+",12704672,12706337
37217,"Bra037614","A01","-",12714350,12716417
37218,"Bra037615","A01","-",12752027,12752762
37219,"Bra037616","A01","+",12768158,12769653
37220,"Bra037617","A01","-",12785915,12787522
37221,"Bra037618","A01","+",12793817,12796243
37222,"Bra037619","A01","-",12801509,12802018
37223,"Bra037620","A01","-",12804816,12811611
37224,"Bra037621","A01","+",12824212,12824697
37225,"Bra037622","A01","+",12830670,12831724
37226,"Bra037623","A01","-",12833115,12836155
37227,"Bra037624","A01","+",12841953,12843163
37228,"Bra037625","A01","-",12843168,12845058
37229,"Bra037626","A01","-",12876315,12878887
37230,"Bra037627","A01","-",12929731,12930929
37231,"Bra037628","A01","+",12939373,12940465
37232,"Bra037629","A01","-",12950471,12950978
37233,"Bra037630","A04","+",18527473,18528216
37234,"Bra037631","A04","+",18521960,18525417
37235,"Bra037632","A04","+",18508938,18509382
37236,"Bra037633","A04","+",18507892,18508662
37237,"Bra037634","A04","-",18505790,18506514
37238,"Bra037635","A04","+",18503315,18505189
37239,"Bra037636","A04","+",18499479,18499941
37240,"Bra037637","A04","-",18494642,18496346
37241,"Bra037638","A04","-",18489828,18491357
37242,"Bra037639","A04","+",18487260,18488460
37243,"Bra037640","A04","-",18478245,18479635
37244,"Bra037641","A04","-",18475646,18477967
37245,"Bra037642","A04","+",18473828,18474982
37246,"Bra037643","A04","-",18468410,18472339
37247,"Bra037644","A04","-",18465182,18465636
37248,"Bra037645","A04","+",18459793,18462355
37249,"Bra037646","A04","+",18456681,18459228
37250,"Bra037647","A04","+",18448228,18455545
37251,"Bra037648","A04","+",18437555,18440673
37252,"Bra037649","A04","-",18429969,18431302
37253,"Bra037650","A04","+",18426649,18427199
37254,"Bra037651","A04","+",18419155,18422820
37255,"Bra037652","A04","+",18415332,18416712
37256,"Bra037653","A04","-",18413785,18414682
37257,"Bra037654","A04","-",18412093,18413085
37258,"Bra037655","A04","-",18410312,18411261
37259,"Bra037656","A04","-",18408817,18409841
37260,"Bra037657","A04","+",18404934,18408878
37261,"Bra037658","A04","+",18402340,18403437
37262,"Bra037659","A04","-",18395095,18397728
37263,"Bra037660","A04","+",18392670,18394817
37264,"Bra037661","A04","+",18387861,18390135
37265,"Bra037662","A04","+",18383928,18385561
37266,"Bra037663","A04","-",18381514,18383240
37267,"Bra037664","A04","+",18378546,18381530
37268,"Bra037665","A04","-",18375903,18377597
37269,"Bra037666","A04","-",18371372,18374948
37270,"Bra037667","A04","+",18369878,18370787
37271,"Bra037668","A04","-",18365578,18366669
37272,"Bra037669","A04","+",18355113,18359084
37273,"Bra037670","A04","+",18353122,18354907
37274,"Bra037671","A04","-",18350866,18352758
37275,"Bra037672","A04","-",18348212,18349670
37276,"Bra037673","A04","-",18342624,18344840
37277,"Bra037674","A04","-",18339662,18341491
37278,"Bra037675","A04","-",18334743,18337343
37279,"Bra037676","A04","+",18332858,18334333
37280,"Bra037677","A04","+",18328943,18330818
37281,"Bra037678","A04","-",18322102,18324235
37282,"Bra037679","A04","-",18315579,18320693
37283,"Bra037680","A04","-",18309028,18317062
37284,"Bra037681","A04","+",18307723,18308311
37285,"Bra037682","A04","-",18304576,18307197
37286,"Bra037683","A04","-",18303656,18304365
37287,"Bra037684","A04","-",18300966,18301644
37288,"Bra037685","A04","-",18299545,18300140
37289,"Bra037686","A04","-",18297801,18298385
37290,"Bra037687","A04","+",18296634,18297544
37291,"Bra037688","A04","+",18291527,18293669
37292,"Bra037689","A04","+",18288174,18291131
37293,"Bra037690","A04","-",18286343,18287013
37294,"Bra037691","A04","+",18282598,18284257
37295,"Bra037692","A04","+",18281456,18282464
37296,"Bra037693","A04","+",18275565,18278059
37297,"Bra037694","A04","-",18273222,18274542
37298,"Bra037695","A04","+",18271120,18272343
37299,"Bra037696","A04","-",18268108,18270164
37300,"Bra037697","A04","+",18254981,18268712
37301,"Bra037698","A04","-",18260237,18261659
37302,"Bra037699","A04","-",18256534,18258166
37303,"Bra037700","A04","+",18250499,18254500
37304,"Bra037701","A04","-",18245463,18247609
37305,"Bra037702","A04","+",18244147,18245006
37306,"Bra037703","A04","+",18241709,18242047
37307,"Bra037704","A04","+",18239969,18240464
37308,"Bra037705","A04","+",18239152,18239602
37309,"Bra037706","A04","+",18237538,18238083
37310,"Bra037707","A04","+",18235318,18236151
37311,"Bra037708","A04","+",18233463,18234312
37312,"Bra037709","A04","+",18232298,18232997
37313,"Bra037710","A04","+",18230817,18231570
37314,"Bra037711","A04","+",18224282,18228475
37315,"Bra037712","A04","-",18215558,18218523
37316,"Bra037713","A04","+",18213142,18215160
37317,"Bra037714","A04","-",18209601,18210661
37318,"Bra037715","A04","-",18205533,18208334
37319,"Bra037716","A04","-",18200612,18203416
37320,"Bra037717","A04","-",18199307,18199940
37321,"Bra037718","A04","+",18192023,18193001
37322,"Bra037719","A04","+",18183931,18186956
37323,"Bra037720","A04","-",18180696,18183008
37324,"Bra037721","A04","+",18179502,18180117
37325,"Bra037722","A04","-",18175346,18176379
37326,"Bra037723","A04","+",18171702,18172374
37327,"Bra037724","A04","+",18167808,18168054
37328,"Bra037725","A04","+",18163924,18166582
37329,"Bra037726","A04","+",18155997,18157157
37330,"Bra037727","A04","+",18147573,18149961
37331,"Bra037728","A04","-",18142547,18146316
37332,"Bra037729","A04","+",18139856,18142259
37333,"Bra037730","A04","+",18130807,18138984
37334,"Bra037731","A04","+",18124607,18127387
37335,"Bra037732","A04","-",18106782,18111020
37336,"Bra037733","A04","-",18098169,18104907
37337,"Bra037734","A04","+",18088060,18093775
37338,"Bra037735","A04","+",18084598,18085587
37339,"Bra037736","A04","+",18080977,18083231
37340,"Bra037737","A04","-",18077370,18080283
37341,"Bra037738","A04","+",18067582,18068560
37342,"Bra037739","A04","+",18046566,18049432
37343,"Bra037740","A04","-",18040907,18041243
37344,"Bra037741","A04","+",18035326,18039632
37345,"Bra037742","A04","+",18030265,18032994
37346,"Bra037743","A04","-",18022778,18024672
37347,"Bra037744","A04","+",18020957,18022885
37348,"Bra037745","A04","+",18019610,18020113
37349,"Bra037746","A04","+",18017349,18019573
37350,"Bra037747","A09","-",3987797,3991342
37351,"Bra037748","A09","-",3995206,3997354
37352,"Bra037749","A09","-",3998344,3999416
37353,"Bra037750","A09","+",4000453,4003435
37354,"Bra037751","A09","-",4003601,4006674
37355,"Bra037752","A09","+",4008564,4010383
37356,"Bra037753","A09","+",4011315,4013510
37357,"Bra037754","A09","+",4016056,4019490
37358,"Bra037755","A09","-",4018941,4023071
37359,"Bra037756","A09","-",4024613,4027045
37360,"Bra037757","A09","-",4027720,4030495
37361,"Bra037758","A09","+",4031376,4033107
37362,"Bra037759","A09","+",4037189,4037762
37363,"Bra037760","A09","+",4052659,4054993
37364,"Bra037761","A09","-",4054901,4055600
37365,"Bra037762","A09","+",4056073,4058091
37366,"Bra037763","A09","-",4059490,4060849
37367,"Bra037764","A09","-",4068622,4070180
37368,"Bra037765","A09","-",4070353,4071273
37369,"Bra037766","A09","+",4073063,4074626
37370,"Bra037767","A09","+",4072274,4076301
37371,"Bra037768","A09","-",4078357,4080490
37372,"Bra037769","A09","+",4084037,4090051
37373,"Bra037770","A09","+",4090946,4095256
37374,"Bra037771","A09","-",4095261,4097946
37375,"Bra037772","A09","+",4101147,4104676
37376,"Bra037773","A09","+",4106299,4110267
37377,"Bra037774","A09","-",4110644,4112248
37378,"Bra037775","A09","-",4114499,4115744
37379,"Bra037776","A09","+",4116126,4118360
37380,"Bra037777","A09","+",4118807,4120084
37381,"Bra037778","A09","+",4120882,4129462
37382,"Bra037779","A09","+",4134395,4136338
37383,"Bra037780","A09","-",4137553,4140787
37384,"Bra037781","A09","-",4142560,4146153
37385,"Bra037782","A09","-",4147896,4151256
37386,"Bra037783","A09","+",4161605,4164058
37387,"Bra037784","A09","-",4164366,4166589
37388,"Bra037785","A09","+",4170305,4171145
37389,"Bra037786","A09","+",4173772,4176316
37390,"Bra037787","A09","-",4176482,4177491
37391,"Bra037788","A09","-",4185078,4186276
37392,"Bra037789","A09","-",4186618,4187222
37393,"Bra037790","A09","+",4187598,4189784
37394,"Bra037791","A09","-",4190166,4192595
37395,"Bra037792","A09","-",4199815,4200286
37396,"Bra037793","A09","+",4213607,4218896
37397,"Bra037794","A09","+",4225048,4227180
37398,"Bra037795","A09","+",4231625,4234309
37399,"Bra037796","A09","+",4238069,4239364
37400,"Bra037797","A09","+",4239525,4241606
37401,"Bra037798","A09","+",4241836,4243571
37402,"Bra037799","A09","-",4243865,4247995
37403,"Bra037800","A09","-",4248726,4251975
37404,"Bra037801","A09","+",4250229,4250448
37405,"Bra037802","A09","-",4252440,4253855
37406,"Bra037803","A09","-",4254220,4255780
37407,"Bra037804","A09","-",4256157,4259711
37408,"Bra037805","A09","+",4259858,4261671
37409,"Bra037806","A09","+",4264352,4266040
37410,"Bra037807","A09","+",4269225,4269613
37411,"Bra037808","A09","-",4271762,4272435
37412,"Bra037809","A09","+",4278502,4282244
37413,"Bra037810","A09","+",4285823,4287548
37414,"Bra037811","A09","-",4287707,4288695
37415,"Bra037812","A09","-",4300571,4301672
37416,"Bra037813","A09","-",4306442,4308163
37417,"Bra037814","A09","-",4310852,4314782
37418,"Bra037815","A09","+",4322347,4323228
37419,"Bra037816","A09","+",4330264,4331289
37420,"Bra037817","A09","-",4334429,4336670
37421,"Bra037818","A09","-",4341783,4343558
37422,"Bra037819","A09","-",4353447,4356790
37423,"Bra037820","A09","-",4357335,4357929
37424,"Bra037821","A09","-",4360884,4362349
37425,"Bra037822","A09","-",4366275,4367867
37426,"Bra037823","A09","-",4375937,4377375
37427,"Bra037824","A09","+",4386908,4391466
37428,"Bra037825","A09","+",4397564,4401338
37429,"Bra037826","A09","+",4401901,4403683
37430,"Bra037827","A09","+",4405574,4410092
37431,"Bra037828","A09","+",4415625,4419979
37432,"Bra037829","A09","-",4425931,4428037
37433,"Bra037830","A09","-",4431970,4433820
37434,"Bra037831","A09","-",4434286,4435616
37435,"Bra037832","A09","-",4436565,4438063
37436,"Bra037833","A09","-",4438957,4440586
37437,"Bra037834","A09","+",4442778,4443060
37438,"Bra037835","A09","+",4444386,4445493
37439,"Bra037836_Bra037838","A09","-",4446419,4449482
37440,"Bra037837","A09","+",4447770,4448145
37441,"Bra037839","A09","+",4449766,4451521
37442,"Bra037841","A09","-",4451964,4452821
37443,"Bra037842","A09","+",4454826,4457377
37444,"Bra037843","A09","-",4458718,4459608
37445,"Bra037844","A09","-",4460031,4462481
37446,"Bra037845","A09","+",4464199,4465501
37447,"Bra037846","A09","+",4473882,4476719
37448,"Bra037847","A09","+",4480716,4482125
37449,"Bra037848","A09","+",4486459,4487335
37450,"Bra037849","A09","-",4486040,4489159
37451,"Bra037850","A09","+",14840263,14851402
37452,"Bra037851","A09","-",14854045,14854503
37453,"Bra037852","A09","-",14871217,14872591
37454,"Bra037853","A09","-",14872925,14884505
37455,"Bra037854","A09","-",14903867,14905604
37456,"Bra037855","A09","-",14920652,14923581
37457,"Bra037856","A09","-",14928188,14929234
37458,"Bra037857","A09","-",14941334,14942697
37459,"Bra037858","A09","-",14956304,14956793
37460,"Bra037859","A09","+",14957771,14960458
37461,"Bra037860","A09","-",14966354,14969884
37462,"Bra037861","A09","+",14990443,14992767
37463,"Bra037862","A09","-",14997276,15000849
37464,"Bra037863","A09","+",15005589,15008730
37465,"Bra037864","A09","+",15012826,15013725
37466,"Bra037865","A09","+",15037523,15038960
37467,"Bra037866","A09","-",15056160,15059025
37468,"Bra037867","A09","+",15065968,15066329
37469,"Bra037868","A09","-",15091904,15092241
37470,"Bra037869","A09","+",15097510,15098793
37471,"Bra037870","A09","+",15114722,15116281
37472,"Bra037871","A09","-",15115963,15116140
37473,"Bra037872","A09","-",15122522,15125203
37474,"Bra037873","A09","+",15138370,15138694
37475,"Bra037874","A09","-",15169778,15171863
37476,"Bra037875","A09","+",15180792,15182111
37477,"Bra037876","A09","+",15203807,15204095
37478,"Bra037877","A09","+",15213575,15217464
37479,"Bra037878","A09","-",15220948,15223540
37480,"Bra037879","A09","+",15233185,15234297
37481,"Bra037880","A09","+",15244789,15247911
37482,"Bra037881","A09","-",15259784,15261330
37483,"Bra037882","A09","-",15263438,15269001
37484,"Bra037883","A09","+",15284242,15285279
37485,"Bra037884","A09","+",15742749,15744534
37486,"Bra037885","A09","-",15751336,15752490
37487,"Bra037886","A09","-",15759968,15760648
37488,"Bra037887","A09","+",15769646,15773427
37489,"Bra037888","A09","+",15791635,15793629
37490,"Bra037889","A09","-",15797743,15798322
37491,"Bra037890","A09","+",15811957,15813366
37492,"Bra037891","A09","-",15824593,15827489
37493,"Bra037892","A09","-",15830945,15832872
37494,"Bra037893","A09","-",15843741,15846862
37495,"Bra037894","A09","+",15861927,15864050
37496,"Bra037895","A09","-",15863837,15868428
37497,"Bra037896","A09","-",15874730,15878559
37498,"Bra037897","A09","+",15889800,15890336
37499,"Bra037898","A09","-",15897185,15897968
37500,"Bra037899","A09","-",15906204,15908628
37501,"Bra037900","A09","-",15925267,15930494
37502,"Bra037901","A09","+",15931861,15932615
37503,"Bra037902","A09","+",15934219,15935941
37504,"Bra037903","A09","+",15936681,15940192
37505,"Bra037904","A09","-",15939002,15939952
37506,"Bra037905","A09","+",15944310,15945390
37507,"Bra037906","A09","+",15947101,15950281
37508,"Bra037907","A09","-",15950538,15956982
37509,"Bra037908","A09","-",15961194,15962063
37510,"Bra037909","A09","+",15967732,15969175
37511,"Bra037910","A09","+",16004768,16009464
37512,"Bra037911","A09","-",16034693,16038911
37513,"Bra037912","A09","+",16061295,16064662
37514,"Bra037913","A09","+",16104129,16106841
37515,"Bra037914","A09","-",16106199,16108253
37516,"Bra037915","A09","-",16123063,16125232
37517,"Bra037916","A09","-",16131905,16134088
37518,"Bra037917","A09","-",16135274,16136371
37519,"Bra037918","A09","+",16137411,16138059
37520,"Bra037919","A09","+",16145525,16146955
37521,"Bra037920","A09","-",16149110,16150390
37522,"Bra037921","A09","+",16159530,16161179
37523,"Bra037922","A09","-",16166446,16167449
37524,"Bra037923","A09","+",16185561,16188007
37525,"Bra037924","A09","+",16200185,16202881
37526,"Bra037925","A10","+",3960822,3963498
37527,"Bra037926","A10","-",3959167,3960581
37528,"Bra037927","A10","+",3947365,3948238
37529,"Bra037928","A10","-",3941084,3942301
37530,"Bra037929","A10","+",3911854,3916036
37531,"Bra037930","A10","+",3906441,3907724
37532,"Bra037931","A10","-",3896582,3898586
37533,"Bra037932","A10","-",3876811,3880527
37534,"Bra037933","A10","+",3873540,3876388
37535,"Bra037934","A10","+",3865710,3867976
37536,"Bra037935","A10","-",3856098,3860799
37537,"Bra037936","A10","+",3846536,3848222
37538,"Bra037937","A10","-",3837138,3839818
37539,"Bra037938","A10","-",3808434,3814726
37540,"Bra037939","A10","+",3771479,3778758
37541,"Bra037940","A10","+",3723891,3726319
37542,"Bra037941","A10","-",3719394,3722554
37543,"Bra037942","A10","+",3716206,3717858
37544,"Bra037943","A10","+",3702328,3703287
37545,"Bra037944","A10","-",3684551,3687956
37546,"Bra037945","A10","-",3667896,3672148
37547,"Bra037946","A10","+",3623795,3625263
37548,"Bra037947","A10","+",3620558,3621980
37549,"Bra037948","A10","+",3612576,3617418
37550,"Bra037949","A10","+",3596923,3598458
37551,"Bra037950","A10","+",3597559,3598458
37552,"Bra037951","A10","-",3592991,3596986
37553,"Bra037952","A10","+",3586150,3592858
37554,"Bra037953","A10","-",3524161,3528398
37555,"Bra037954","A06","+",454210,456829
37556,"Bra037955","A06","-",444835,449013
37557,"Bra037956","A06","+",436706,438118
37558,"Bra037957","A06","+",431597,433555
37559,"Bra037958","A06","+",426255,427854
37560,"Bra037959","A06","+",410287,411280
37561,"Bra037960","A06","-",407362,408268
37562,"Bra037961","A06","-",405936,406847
37563,"Bra037962","A06","+",400398,403663
37564,"Bra037963","A06","-",395153,397643
37565,"Bra037964","A06","+",392199,393967
37566,"Bra037965","A06","-",385924,386523
37567,"Bra037966","A06","-",375516,379391
37568,"Bra037967","A06","-",372951,375004
37569,"Bra037968","A06","+",371688,372715
37570,"Bra037969","A06","+",364272,368574
37571,"Bra037970","A06","-",360910,363584
37572,"Bra037971","A06","+",357087,357911
37573,"Bra037972","A06","-",347486,348801
37574,"Bra037973","A06","+",338912,339660
37575,"Bra037974","A06","-",336719,337929
37576,"Bra037975","A06","-",333761,334196
37577,"Bra037976","A06","+",329031,333061
37578,"Bra037977","A06","-",323698,326086
37579,"Bra037978","A06","-",318891,323076
37580,"Bra037979","A06","-",315198,315723
37581,"Bra037980","A06","-",305754,308494
37582,"Bra037981","A06","-",297338,305364
37583,"Bra037982","A06","+",297378,300339
37584,"Bra037983","A06","-",295560,296350
37585,"Bra037984","A06","-",291577,292743
37586,"Bra037985","A06","+",288645,289978
37587,"Bra037986","A06","+",286676,287381
37588,"Bra037987","A06","+",282258,283005
37589,"Bra037988","A06","-",274275,275764
37590,"Bra037989","A06","+",265991,267893
37591,"Bra037990","A06","+",262918,264585
37592,"Bra037991","A06","-",259856,261976
37593,"Bra037992","A06","-",254587,258453
37594,"Bra037993","A06","+",243381,243561
37595,"Bra037994","A06","-",239366,240911
37596,"Bra037995","A06","+",204786,215400
37597,"Bra037996","A06","+",199983,200753
37598,"Bra037997","A06","-",197722,199441
37599,"Bra037998","A06","+",194533,195702
37600,"Bra037999","A06","+",191888,193185
37601,"Bra038000","A06","-",184883,188277
37602,"Bra038001","A06","-",181412,183837
37603,"Bra038002","A06","-",169790,171629
37604,"Bra038003","A06","+",165690,169194
37605,"Bra038004","A06","-",161090,161453
37606,"Bra038005","A06","+",155994,158485
37607,"Bra038006","A06","+",152240,155126
37608,"Bra038007","A06","+",144548,148629
37609,"Bra038008","A06","+",142625,144271
37610,"Bra038009","A06","-",141304,141977
37611,"Bra038010","A06","-",137837,139670
37612,"Bra038011","A06","+",134520,135388
37613,"Bra038012","A06","+",127831,133958
37614,"Bra038013","A06","+",119006,119534
37615,"Bra038014","A06","+",116454,118037
37616,"Bra038015","A06","-",111674,115072
37617,"Bra038016","A06","+",110425,111320
37618,"Bra038017","A06","+",104338,104857
37619,"Bra038018","A06","-",100885,101782
37620,"Bra038019","A06","-",96604,97759
37621,"Bra038020","A06","+",87940,93784
37622,"Bra038021","A06","-",82975,85029
37623,"Bra038022","A06","+",68922,82179
37624,"Bra038023","A06","-",65367,67940
37625,"Bra038024","A06","+",58585,63600
37626,"Bra038025","A06","+",55597,57480
37627,"Bra038026","A06","-",54038,55200
37628,"Bra038027","A06","+",44820,47097
37629,"Bra038028","A06","+",39362,39548
37630,"Bra038029","A06","+",34425,36431
37631,"Bra038030","A06","-",30344,32626
37632,"Bra038031","A06","-",20125,21529
37633,"Bra038032","A06","+",17379,19904
37634,"Bra038033","A06","-",13964,15921
37635,"Bra038034","A06","-",10671,11745
37636,"Bra038035","A06","+",4524,4953
37637,"Bra038036","A06","+",1118,4096
37638,"Bra038037","A08","-",7053603,7054246
37639,"Bra038038","A08","+",7050029,7050862
37640,"Bra038039","A08","+",7046020,7047425
37641,"Bra038040","A08","+",7018253,7023185
37642,"Bra038041","A08","+",7010505,7011595
37643,"Bra038042","A08","+",7009548,7010509
37644,"Bra038043","A08","-",7003571,7007069
37645,"Bra038044","A08","-",7003216,7003528
37646,"Bra038045","A08","+",6983107,6984037
