marker,chr,pos,trait1,trait2,trait3,trait4,trait5
A07x17345797,A07,55.96885067,0.356474195,0.073610466,0.028893002,0.228836154,0.256171572
A07x17409431,A07,56.37638612,0.494334994,0.195822931,0.035583929,0.50658997,0.144157547
A07x17550082,A07,57.20329362,0.422974345,0.317048117,0.025467851,0.731044888,0.077662298
A07x17706081,A07,57.61125318,0.555359323,0.315498131,0.034953726,0.760715061,0.052721968
A07x17874990,A07,58.01899894,0.354862239,0.490338146,0.013613399,0.851909,0.205856349
A07x18044991,A07,59.27498743,0.452525192,0.288472259,7.55E-06,1.127453225,0.179261264
A07x18181350,A07,60.10081137,0.349363441,0.451893304,0.087242901,1.207472694,0.147400979
A07x18311633,A07,61.79640177,0.34650946,0.46740192,0.197709869,0.806479268,0.14033175
A07x18659947,A07,63.49162986,0.521681677,0.274462688,0.197044227,0.680505127,0.330169285
A07x18905857,A07,63.49163091,0.521681299,0.274462475,0.197044065,0.68050504,0.330169376
A07x19162343,A07,63.89991084,0.359454774,0.134388554,0.340475909,0.418402257,0.387128897
A07x19348283,A07,64.30808154,0.201124987,0.129605964,0.352064185,0.473287375,0.294678917
A07x19430693,A07,64.71468282,0.081784011,0.111913146,0.290387094,0.643677885,0.264078213
A07x19521092,A07,65.12285406,0.043579923,0.184864694,0.181632724,0.591166471,0.391086892
A07x19691308,A07,65.52945534,0.137910859,0.207951738,0.230793592,0.42826127,0.429119229
A07x19836643,A07,65.937626,0.191045053,0.267284877,0.163225696,0.429864323,0.445586706
A07x19932348,A07,66.34579587,0.189291769,0.388115154,0.278498754,0.621216979,0.374638178
A07x20093612,A07,66.75396549,0.257743144,0.371425662,0.272718778,0.555627754,0.310133944
A07x20152281,A07,67.16262719,0.423382154,0.712534811,0.233183791,0.48016494,0.23118672
A07x20161718,A07,67.57128841,0.485335359,0.595368235,0.204988594,0.367571555,0.122030529
A07x20218053,A07,67.97994962,0.519680154,0.559940148,0.194092694,0.520668384,0.20814812
A07x20306343,A07,68.38861083,0.454828438,0.598501295,0.274606613,0.493265975,0.142373242
A07x20327405,A07,68.79706151,0.459773141,0.613065843,0.294680099,0.455461601,0.129615582
A07x20365757,A07,69.62492758,0.482647054,0.615207148,0.517990418,0.73200269,0.090549367
A07x20416077,A07,70.03316772,0.282032287,0.57379631,0.44219306,0.941289319,0.074535758
A07x20505698,A07,70.86103379,0.250230375,0.473519351,0.338555387,0.956242194,0.041035778
A07x20677179,A07,71.26948421,0.277187924,0.393110152,0.390868402,0.685811357,0.018301923
A07x20754523,A07,71.67814542,0.326070954,0.277828291,0.227358794,0.650076997,0.004659702
A07x20860900,A07,72.08638224,0.253580322,0.288117866,0.28054054,0.69743854,0.043746454
A07x20908261,A07,73.34371755,0.25409871,0.253684699,0.116122486,0.680113343,0.243619755
A07x20956447,A07,73.75174392,0.137252024,0.141617311,0.098085296,0.722614871,0.39722139
A07x22007451,A07,74.57935071,0.08488776,0.183414351,0.067171668,0.729746524,0.419854334
A07x22070342,A07,74.9870996,0.048314957,0.24003166,0.015008578,0.482413351,0.650380811
A07x22133032,A07,75.81379323,0.026140022,0.419649759,0.020975511,0.601101548,0.802104046
A07x22215077,A07,76.64048686,0.073891002,0.398162183,1.42E-06,0.432894892,0.777402361
A07x22289114,A07,77.04844721,0.077464703,0.297625139,0.019760821,0.309270812,0.827429254
A07x22314287,A07,77.45504848,0.133042795,0.222532104,0.04699699,0.245717157,0.834733069
A07x22408132,A07,77.86321973,0.166756214,0.159431258,0.06162544,0.167557253,0.611358236
A07x22486148,A07,78.2696107,0.103414699,0.223770401,0.029518627,0.220604064,0.605099168
A07x22647958,A07,79.09630514,0.082164334,0.316964694,0.023847667,0.155572835,1.119331445
A07x22692829,A07,79.92299877,0.008011195,0.487914991,0.004756249,0.175191636,1.449949406
A07x22830124,A07,80.33095832,0.003449958,0.60727325,0.026030681,0.257278516,1.190287238
A07x22872986,A07,80.73891788,0.000235433,0.482147843,0.026785119,0.14530324,1.195129868
A07x22918500,A07,81.56582537,0.008513096,0.318728684,0.040940119,0.199315474,1.187946328
A07x22975460,A07,81.97378493,0.007313929,0.422239401,0.003695838,0.299749029,1.127292393
A07x23011992,A07,82.38174449,0.014119162,0.381576856,0.039825886,0.283946062,1.372641055
A07x23091053,A07,83.20822071,0.019399987,0.330415326,0.000123502,0.035775525,1.293084078
A07x23143903,A07,84.46420915,5.55E-06,0.130117219,0.004137647,0.013534819,1.606904752
A07x23237339,A07,84.87153082,6.77E-05,0.112998011,0.032281249,0.004100676,1.36823613
A07x23354854,A07,86.12684462,0.005748425,0.042720011,0.008534663,0.063245527,1.680311318
A07x23478865,A07,88.27458449,0.001373916,0.124577014,0.000421948,0.009136466,0.78923567
A07x23537601,A07,88.68189187,0.007716497,0.07173546,0.000484786,0.002624645,0.733987376
A07x23605042,A07,89.09006174,0.001829923,0.133734577,0.027982887,0.005015645,0.857367073
A07x23645561,A07,89.49823161,0.002300763,0.218414788,0.020425392,0.00308227,1.01623778
A07x23672148,A07,89.90619117,0.013950732,0.20520142,0.018541152,0.009937718,0.907584071
A07x23679991,A07,90.73309866,0.031689378,0.133029081,0.009072701,0.059279891,0.68533412
A07x23720157,A07,91.14105822,0.002001139,0.030858105,0.014463098,0.097943199,0.460753627
A07x23736805,A07,91.54922809,0.001144272,0.062147353,0.041669199,0.057212847,0.350263931
A07x23803155,A07,91.95675648,0.003749557,0.09525919,0.02565981,0.009164821,0.436387314
A07x24006484,A07,93.6532433,0.007212068,0.017748235,0.101576933,0.00794423,0.278331086
A07x24146666,A07,94.0607717,0.008702867,0.013558498,0.045826338,0.036941412,0.208718961
A07x24270922,A07,94.46894157,0.00847989,0.001836609,0.141944949,0.007015351,0.171891657
A07x24384605,A07,94.87711144,0.005798713,0.004600813,0.087354033,0.010908518,0.235394361
A07x24403853,A07,95.2848572,0.00457372,0.001373586,0.070756803,0.004961226,0.279440023
A07x24436907,A07,96.54106326,0.021998601,0.000278567,0.054100406,0.016566033,0.360031055
A07x24488159,A07,96.94880902,0.030724809,0.005591153,0.076410615,0.000194798,0.2838706
A07x24763148,A07,97.35697889,0.093148992,0.002361645,0.091702892,0.001685325,0.157861475
A07x24788569,A07,97.76514876,0.170486019,0.003307018,0.062862136,0.000278745,0.154030112
A07x24791395,A07,98.17310832,0.230491135,0.00466851,0.162917304,0.007711905,0.098858278
A07x24855082,A07,98.9993635,0.351770743,0.005071544,0.197539217,0.028327157,0.001160531
A07x25092343,A07,100.6956289,0.166155505,0.004956407,0.232039752,0.006115098,0.02190045
A07x25177545,A07,101.1031573,0.227663153,0.004323067,0.238479829,0.039754905,0.007857371
A07x25254804,A07,101.5109031,0.14321593,0.009434428,0.255600183,0.176489748,0.001195327
A07x25271142,A07,102.7671091,0.121981544,0.000980846,0.157374509,0.167775755,2.49E-05
A07x25285271,A07,103.1748549,0.027373963,0.035608942,0.055141294,0.267057453,0.001257873
A07x25320530,A07,103.5826006,0.036577266,0.008979686,0.094651141,0.257692911,0.001334497
A07x25396846,A07,104.8388067,0.059417357,0.00320637,0.126260626,0.38641929,0.067070725
A07x25427207,A07,105.2465525,0.142349964,0.053298183,0.061753778,0.246318458,0.181840067
A07x25602462,A07,105.6547223,0.082844249,0.118228711,0.122302749,0.205996192,0.294209033
A07x25622438,A07,106.0628923,0.028511692,0.096826292,0.126293908,0.131287438,0.408308583
A07x25674591,A07,106.4458508,0.001329321,0.16702904,0.205639992,0.165988323,0.56359341
A08x146322,A08,0,0.132104459,0.128499192,0.299609294,0.015894,0.143136014
A08x536282,A08,0.382534629,0.084558189,0.09955328,0.134015168,0.015245115,0.181239367
A08x614083,A08,1.638081641,0.27190864,0.152414324,0.094337347,4.99E-06,0.011143644
A08x691817,A08,3.298455468,0.077757382,0.167412531,0.154433096,0.023122822,0.000477182
A08x15894414,A08,32.4145848,0.008874191,1.370239015,0.217557265,0.001439161,0.423474525
A08x15914096,A08,32.81152966,0.009575597,1.327123249,0.146840276,0.00280594,0.329814295
A08x15932784,A08,33.63799414,0.059986453,1.071591717,0.171082629,0.002581496,0.447592461
A08x16080276,A08,34.89398263,0.001325652,0.924304066,0.232895181,0.001051844,0.231548114
A08x16125411,A08,35.30130429,0.001945505,1.08454831,0.334843202,0.002356423,0.308361557
A08x16193097,A08,36.55751035,0.004186296,0.892061989,0.28957273,0.007626112,0.245296489
A08x16284822,A08,36.9652562,0.039918335,1.097603693,0.192858842,0.0177085,0.147230397
A08x16439427,A08,37.37345165,0.042227247,1.078099064,0.211666645,0.011672173,0.160615958
A08x16490601,A08,37.3734527,0.04222725,1.078098993,0.2116665,0.011672167,0.160615845
A08x16531526,A08,37.78164815,0.037395515,0.953246985,0.088979383,0.005723392,0.171847262
A08x16611068,A08,38.18981811,0.111385788,0.819837228,0.069892658,0.01194783,0.141936137
A08x16635085,A08,38.59798798,0.055095886,1.16246655,0.079871987,0.013021359,0.063634814
A08x16747361,A08,39.00615784,0.052043432,1.212517878,0.158750634,0.003702807,0.121367811
A08x16792474,A08,39.41432771,0.130558764,0.817534775,0.138403803,8.87E-05,0.040601472
A08x16881205,A08,39.82249758,0.125032042,0.852368689,0.072408932,0.008808889,0.073376904
A08x16963150,A08,40.23045714,0.074908534,0.715540856,0.1241673,0.000370585,0.128119884
A08x17206648,A08,41.05715077,0.215422962,0.676404328,0.140614235,0.066020387,0.039826758
A08x17375314,A08,41.88341313,0.264845445,0.732613707,0.268652217,0.052648332,0.053930566
A08x17544268,A08,43.13918405,0.320274429,0.534313675,0.139449828,0.003372012,0.000250094
A08x17577191,A08,43.96566028,0.242241723,0.413623981,0.101706855,0.001546848,0.014781544
A08x17685414,A08,44.37361984,0.316591151,0.427075845,0.071821992,0.000163082,0.000380175
A08x17754669,A08,44.7817897,0.227738247,0.406717459,0.08880268,0.013248962,0.006096057
A08x17782520,A08,45.18995957,0.312301099,0.472368032,0.121559832,0.03383844,0.010544066
A08x17853286,A08,45.59791913,0.261453427,0.343648287,0.244850232,0.026813542,0.028709834
A08x17901205,A08,46.42482662,0.135460277,0.2018094,0.309666676,0.018836447,0.009818772
A08x18009029,A08,46.83236208,0.105620742,0.179033409,0.412819941,0.023868704,0.031115816
A08x18025027,A08,48.0881294,0.160317876,0.02859136,0.103418834,0.001377737,0.00017573
A08x18097448,A08,49.34389671,0.023766901,0.003301492,0.001639137,0.032684606,0.0545541
A08x18124076,A08,49.75164248,0.044458699,0.000826688,0.000586527,0.012382011,0.041094817
A08x18142290,A08,50.15981235,0.025405552,0.012863047,0.000342206,0.066765593,0.053904883
A08x18227101,A08,50.56798221,0.073368863,0.020737238,0.001417465,0.120052006,0.028857862
A08x18257328,A08,50.97615208,0.059585217,0.066196776,0.015942519,0.07166051,0.018573823
A08x18325948,A08,51.38432195,0.093663419,0.062601496,0.014706698,0.027544196,0.006387496
A08x18403422,A08,51.79249181,0.154882017,0.057517906,0.01943968,0.066401247,0.022522917
A08x18436576,A08,52.20066168,0.143145109,0.045187391,0.035693005,0.035353088,0.021630405
A08x18475462,A08,52.60862124,0.057222914,0.043201531,0.029228241,0.020056509,0.066090426
A08x18520656,A08,53.43552873,0.02103605,0.046967818,0.132854053,0.031566539,0.217099364
A08x18563498,A08,53.84348829,0.031845491,0.089090691,0.159403342,0.078274381,0.362526357
A08x18583231,A08,54.25165815,0.013012651,0.118546241,0.126653058,0.050593948,0.318868712
A08x18626666,A08,54.65982802,0.000647818,0.121745455,0.109303135,0.056823168,0.37914485
A08x18693889,A08,55.06799789,0.020175567,0.096204756,0.297382124,0.002685105,0.380004073
A08x18740873,A08,55.47616776,0.034145226,0.055591758,0.330995783,0.019313581,0.232344069
A08x18843709,A08,55.88433762,0.058108763,0.061654431,0.268294072,0.004871,0.188307389
A08x18946177,A08,56.29229718,0.095240318,0.096917737,0.353540756,0.004434064,0.202388429
A08x18983504,A08,57.11899081,0.066790605,0.202145867,0.21862739,0.001600095,0.158931929
A08x19030325,A08,57.94568444,0.297421093,0.480022113,0.276934225,0.018683156,0.046073727
A08x19036742,A08,58.353644,0.254932819,0.327089403,0.202874779,0.021293354,0.01940739
A08x19039566,A08,58.76181387,0.182904647,0.524890147,0.183725397,0.029205603,0.042599164
A08x19046470,A08,59.16998373,0.182330563,0.377328694,0.305099082,0.091938858,0.066867203
A08x19111798,A08,59.5781536,0.153941132,0.281132061,0.266741159,0.040032686,0.015112939
A08x19167279,A08,59.98546098,0.062804731,0.449623239,0.201633055,0.021896182,0.118868988
A08x19238852,A08,62.13365558,0.032334217,0.152698513,0.055853686,0.003075988,0.269950775
A08x19296692,A08,62.54096295,0.004240103,0.02976028,0.035432143,0.000838093,0.244691735
A08x19323815,A08,62.94913293,0.012045225,0.00780523,0.036664359,0.024620312,0.250041161
A08x19395368,A08,63.35709122,0.057823113,0.045170718,0.01252427,0.031269855,0.352225656
A08x19396976,A08,63.76394539,0.045581673,0.023519876,0.004481734,0.105731187,0.277923383
A08x19582719,A08,66.85126157,0.05353201,0.074916345,0.001013921,0.026611891,0.132625975
A08x19588369,A08,67.67617876,0.008704818,0.056733201,0.035186796,0.003480853,0.07671921
A08x19664282,A08,69.37244416,0.006107818,0.128625865,0.002326822,1.34E-05,0.018013135
A08x19676402,A08,69.77976225,0.011113578,0.059183321,0.001824441,0.007015551,0.028546678
A08x19709873,A08,70.60666975,0.000503051,0.02447191,0.000839011,0.013215617,0.010739221
A08x19862190,A08,71.0146293,0.002388758,0.055008468,0.004237353,0.032208408,0.03066425
A08x20032751,A08,71.42279917,2.47E-05,0.0574131,0.000845883,0.008166439,0.001767253
A08x20069136,A08,71.83054495,0.000985472,0.020357674,0.010698377,0.006551084,0.001007715
A08x20128470,A08,73.08585876,0.001116433,0.011842182,0.023030219,0.016805867,0.075865731
A08x20179260,A08,75.23291097,0.016419339,0.145230809,0.082800947,0.09005628,0.008086637
A08x20250515,A08,76.92848968,0.018120501,0.055965227,0.067300004,0.15076817,0.010838738
A08x20266527,A08,77.335594,0.038944437,0.053069266,0.065094852,0.241144337,0.00230541
A08x20440502,A08,78.59180006,0.000738719,0.154078672,0.286583654,0.042344755,8.83E-05
A08x20604270,A08,78.99933551,0.013374518,0.095485621,0.287348825,0.002258135,0.000847841
A08x20679206,A08,79.826243,0.001856525,0.156805242,0.214128596,0.032738747,0.084742345
A08x20722503,A08,80.23420266,0.000649075,0.15814394,0.24704254,0.026703698,0.034987669
A08x20766708,A08,80.61716117,0.003295898,0.230306574,0.286645701,0.086484975,0.075555962
A09x82831,A09,0,0.08744719,0.041885636,0.067528466,0.037225368,0.066655943
A09x211875,A09,1.229907122,0.170376798,0.048942636,0.226123564,0.0029034,0.062516269
A09x400907,A09,2.05638368,0.082985453,0.029227034,0.163347467,0.038736643,0.115957244
A09x512841,A09,2.464133442,0.049357303,0.02571465,0.063721451,0.071760991,0.175657863
A09x761140,A09,3.290220921,0.079496399,0.001714103,0.087202989,0.07953043,0.218474854
A09x661231,A09,3.290221971,0.079496261,0.001714105,0.087203089,0.079530378,0.218475242
A09x591435,A09,3.697245241,0.037697694,0.002036206,0.103344596,0.087039088,0.267059522
A09x1011043,A09,4.952416059,0.095588183,0.000508213,0.24504512,0.017053395,0.093644877
A09x1147489,A09,7.099595543,0.079719758,0.01286342,0.36417291,0.000305278,0.045665103
A09x1225405,A09,7.925626137,0.109051343,0.013853915,0.615895994,0.014397,0.066706276
A09x1295262,A09,8.332859788,0.239058281,0.008799632,0.700856028,5.08E-05,0.081227186
A09x1319600,A09,9.589066003,0.208260679,0.002599396,0.594579264,0.000141463,0.188191011
A09x1412906,A09,9.996811764,0.244294206,0.027755399,0.486018784,0.000456936,0.257565262
A09x1439644,A09,10.40498163,0.130669141,0.000408694,0.521909113,0.002305399,0.131415844
A09x1528011,A09,10.8131997,0.112782028,1.21E-09,0.53765047,0.026244925,0.065746522
A09x1563612,A09,11.11982032,0.141463297,0.004633565,0.495935738,0.059197371,0.01815678
A09x4409842,A09,25.47712399,0.006485504,0.041525235,1.132255904,0.357938174,0.981188218
A09x4432703,A09,25.87915504,0.0034176,0.043577004,1.177717988,0.305757845,1.226134581
A09x4537739,A09,26.28690132,0.001025526,0.103898503,1.379874713,0.397554455,1.297319977
A09x4734771,A09,27.54231296,0.014046674,0.013738904,1.401931073,0.248013184,1.027643274
A09x4675030,A09,27.54231401,0.014046536,0.013738948,1.401931246,0.248013094,1.027644205
A09x4597771,A09,27.54231506,0.014046255,0.013738434,1.401932604,0.248012806,1.027643603
A09x4867227,A09,30.15322522,0.348412024,0.013810243,1.978185225,0.330384008,0.45240372
A09x4973225,A09,30.56009805,0.424070825,0.002556321,1.749770959,0.457865209,0.660915884
A09x5030016,A09,31.38612848,0.572052211,0.003667425,1.270421783,0.483190686,0.395992576
A09x5092424,A09,33.53409762,0.330095461,0.02778378,0.709717585,0.277016787,0.222649804
A09x5203794,A09,33.94031775,0.210104171,0.002513771,0.791274893,0.248411997,0.197439926
A09x5442162,A09,36.55211726,0.104648929,0.011306089,0.5685827,0.258473199,0.191971766
A09x5501325,A09,36.95919986,0.03344632,0.000863588,0.471246842,0.31535662,0.04815807
A09x5563443,A09,37.36736973,0.043847287,0.007054976,0.357550433,0.234296389,0.03480213
A09x5730282,A09,37.7755396,0.01030405,0.01448544,0.372272748,0.21779598,0.086616986
A09x5808648,A09,38.18370946,0.000835974,0.060138433,0.407212377,0.245243377,0.025119458
A09x5821401,A09,38.59187933,0.012949284,0.000175411,0.459096304,0.199711899,0.054067096
A09x5949472,A09,39.0000492,0.018913838,0.001266096,0.670775053,0.300117863,0.062534572
A09x6099005,A09,39.4071318,0.066735159,0.004724178,0.683713518,0.208182506,0.023665741
A09x6316971,A09,42.01893131,0.399507552,0.001589487,0.312995701,0.153605667,0.033039999
A09x7721246,A09,42.42558981,0.258507058,0.001197794,0.286897185,0.101126546,0.013541536
A09x7577732,A09,43.68179587,0.331167984,0.012717599,0.258158479,0.060842969,0.043075178
A09x7475257,A09,44.08954163,0.591265573,0.002387878,0.117825901,0.128125012,0.027778236
A09x7427460,A09,44.4977115,0.771092426,0.000141192,0.109398978,0.140710898,0.075786194
A09x7400423,A09,44.90567106,0.882055636,0.003948524,0.145823832,0.094980109,0.049822403
A09x7215343,A09,45.73257856,0.969286496,0.002043653,0.08754273,0.043744031,0.044649122
A09x7054352,A09,46.13967562,1.05146416,0.014239002,0.106548393,0.014362709,0.00595377
A09x7013962,A09,48.28787006,0.502362596,0.086504444,0.053388133,9.83E-05,0.012953601
A09x6948462,A09,48.69496713,0.729238484,0.188712743,0.090215825,0.004092181,0.116254881
A09x6889522,A09,49.52187462,0.680992572,0.177122129,0.098662665,0.003043362,0.133917431
A09x6657963,A09,49.92962372,0.924368045,0.050186558,0.11468187,0.000296809,0.045755426
A09x6647183,A09,50.75653121,0.67716425,0.008486809,0.073203743,0.009719697,0.023472117
A09x6605945,A09,51.16449077,0.931740024,0.000220052,0.070940719,0.001816789,0.006521013
A09x6540383,A09,51.57245033,0.930748416,0.015832242,0.094815405,0.014760678,0.000998909
A09x6482659,A09,52.39935782,1.210314317,0.02630306,0.022804026,0.000253831,0.01452486
A09x6441548,A09,52.80731738,1.000748049,1.98E-05,0.017931927,0.044132717,0.061282433
A09x8113371,A09,53.21548724,0.733026489,0.009206043,0.001058191,0.065391351,0.017658466
A09x8395309,A09,53.62365711,0.849859566,0.011349208,0.014862917,0.03335492,0.002802163
A09x8613899,A09,54.03182698,0.740955747,0.024939892,0.030459788,0.013894939,0.010840932
A09x8754478,A09,54.4399971,0.889522511,0.016543073,0.012017318,0.032224288,0.032411525
A09x9024802,A09,54.84765465,0.756497016,0.0157544,0.020946493,0.026171255,0.005731907
A09x9319909,A09,55.25540087,0.521299,0.011512266,0.03300402,0.012543856,0.022220057
A09x9450643,A09,56.51085029,0.818039307,0.000631342,0.001579522,0.013817538,0.042281
A09x9943065,A09,57.33732678,1.086812619,0.000987027,0.028991173,0.039628987,0.133839477
A09x10412152,A09,57.74528634,0.807582578,0.029058093,0.010344115,0.064044803,0.350593811
A09x10480739,A09,58.1532459,0.876418448,0.065922805,0.020349718,0.151922468,0.25259213
A09x10528983,A09,58.98015339,0.677146909,0.061901017,0.018666123,0.026819374,0.194944632
A09x10648753,A09,59.38790264,0.850370757,0.017456679,0.059016096,0.014538591,0.319215217
A09x10690045,A09,60.21459627,0.7640724,0.010892731,0.014963602,0.034501891,0.220544455
A09x10765154,A09,61.04107624,0.629808153,0.002034726,0.01016067,0.084330777,0.11740407
A09x10855154,A09,61.86737593,1.119692815,0.032632148,0.005575279,0.053146337,0.185877357
A09x10892583,A09,62.27512552,0.865487873,0.048540536,0.020527158,0.001430688,0.184956383
A09x10932468,A09,63.10163907,0.318557263,5.38E-05,0.000507751,0.024314672,0.190709288
A09x10979146,A09,63.50959882,0.385727171,0.000108701,0.002475411,0.073212643,0.128051793
A09x11144567,A09,63.91776869,0.347606016,0.005003267,0.009060609,0.014649049,0.180633395
A09x11485309,A09,64.32572825,0.306131841,0.000238419,0.002920057,0.065783078,0.265402875
A09x11922390,A09,65.15220447,0.247905145,0.000431521,0.002483958,0.090396701,0.440297189
A09x12890329,A09,66.40819296,0.122849346,0.000722453,0.006644677,0.128179773,0.517191935
A09x13480107,A09,66.81593872,0.087111467,7.97E-05,0.023565158,0.058630334,0.635698233
A09x13903113,A09,67.22410859,0.073836709,0.001740112,0.090629398,0.121837495,0.673622154
A09x14125759,A09,67.63227846,0.118865975,0.002576962,0.061945968,0.143542005,0.457026783
A09x14278053,A09,68.04044833,0.240960164,0.037131875,0.031192769,0.186122434,0.194906244
A09x14328090,A09,68.44861819,0.277108022,0.076641315,0.075572,0.277511704,0.314828998
A09x14496888,A09,68.85678806,0.341450325,0.067794012,0.041127536,0.418314915,0.232133982
A09x18372050,A09,69.26495793,0.507185076,0.092304316,0.000392988,0.204559878,0.234055095
A09x18352859,A09,69.6731278,0.398317783,0.066363869,0.043498931,0.199830126,0.283373469
A09x17690478,A09,70.08129766,0.581493889,0.14693372,0.08397513,0.180216703,0.189731563
A09x17079326,A09,70.48946753,0.575975411,0.242054975,0.173919564,0.313809591,0.238119117
A09x16619967,A09,70.89721329,0.436197684,0.137649155,0.095440592,0.263071897,0.132766351
A09x20118570,A09,72.15341935,0.624344861,0.370722845,0.226635118,0.12693272,0.1149057
A09x20394478,A09,72.56116511,0.494203681,0.352975878,0.201043924,0.243474788,0.197159785
A09x20757628,A09,72.96933498,0.330903543,0.300878722,0.049466985,0.473243629,0.195632645
A09x21287795,A09,73.37750485,0.206662086,0.333255815,0.040411008,0.349563747,0.255772957
A09x21954187,A09,73.78567471,0.199345582,0.343072248,0.048697765,0.315056025,0.270339632
A09x22639439,A09,74.19384458,0.099247989,0.212703721,0.01947349,0.341524393,0.380305252
A09x22943527,A09,74.60201445,0.097904853,0.231675281,0.002796803,0.326859698,0.291709566
A09x23190006,A09,75.01018439,0.217405252,0.056682516,0.008582713,0.394303446,0.216566141
A09x23599860,A09,75.41840754,0.265697786,0.056372923,0.067925417,0.215082915,0.37593489
A09x23781439,A09,75.41840859,0.265697928,0.056372791,0.067925485,0.215083314,0.375935658
A09x23926171,A09,76.24493796,0.192815148,0.06223882,0.029432664,0.155949956,0.426065626
A09x24349822,A09,77.07163178,0.180629469,0.020905937,0.030632967,0.072209565,0.664695338
A09x24621127,A09,77.47959133,0.18365025,0.023613156,0.029892379,0.046965281,0.695321364
A09x24637452,A09,77.88755089,0.112425787,0.020036356,0.023465432,0.014420321,0.569680358
A09x24935905,A09,78.71424452,0.165487976,0.059683043,0.000419182,0.012472035,0.473385966
A09x25090266,A09,79.54093815,0.07848169,0.000228998,0.006515417,0.000954955,0.345498779
A09x25169141,A09,79.94889771,0.008249255,0.021441681,0.060469632,0.019704858,0.393592554
A09x25227280,A09,80.35706758,0.015448791,0.054103903,0.082665016,3.14E-05,0.289307235
A09x25294136,A09,80.76523744,0.032398208,0.020015135,0.061178153,0.001115304,0.373869494
A09x25515911,A09,81.17340731,0.013146537,0.035334553,0.041334573,0.008102926,0.329878822
A09x25626391,A09,81.58136687,0.001271395,0.07954068,0.10057715,0.002924409,0.466370789
A09x25735582,A09,82.40827436,0.005994122,0.032673714,0.127617151,0.007522835,0.577832156
A09x25757167,A09,82.81623392,0.001148526,0.026095964,0.158607784,0.021352454,0.404182633
A09x26620819,A09,83.22440378,0.000812026,0.012214346,0.20166701,0.044318854,0.339764058
A09x26983449,A09,83.63257365,0.000235417,0.000725077,0.205106308,0.114174875,0.345794341
A09x27136204,A09,84.04074352,0.004066718,0.007362342,0.125027244,0.025489282,0.291296239
A09x27179540,A09,84.44891339,0.037767804,0.044177043,0.106475702,0.034803057,0.160955415
A09x27304127,A09,84.85708325,0.095530811,0.090242402,0.224130391,0.019129103,0.118014287
A09x27357689,A09,85.26504281,0.219126371,0.104941005,0.176863884,0.063378343,0.136705855
A09x27580206,A09,86.09151904,0.338898151,0.221247249,0.195404842,0.004968542,0.022261115
A09x27954383,A09,87.34750752,0.125126059,0.122458348,0.153866275,0.023519214,0.001149918
A09x28185177,A09,87.75525329,0.182046075,0.095211242,0.045452494,0.024321151,0.000217332
A09x28281793,A09,88.16342315,0.141730095,0.020530005,0.010177011,0.087229356,0.00310801
A09x28366447,A09,88.57159302,0.125320872,0.02314652,0.018903743,0.070298723,0.005136112
A09x28540871,A09,88.97976289,0.107038874,0.070364492,0.05101451,0.034897645,0.001473769
A09x28737750,A09,89.38793276,0.156931776,0.072041609,0.068342963,0.041669351,0.019942477
A09x28762094,A09,89.79610262,0.19908773,0.188225172,0.139880047,0.004214437,0.005043009
A09x28846919,A09,90.20427249,0.114428254,0.158751425,0.148864301,0.00693628,0.001318704
A09x28911244,A09,90.61244236,0.093874413,0.227623717,0.228670615,2.53E-05,0.021699475
A09x28927320,A09,91.02061222,0.084820904,0.201735357,0.27813064,0.005517987,0.022438853
A09x29142734,A09,91.42857178,0.029198068,0.229658863,0.174685384,0.014101859,0.020342158
A09x29513029,A09,92.25526458,9.92E-06,0.102866385,0.113401343,0.013153538,0.020175693
A09x29638338,A09,93.0835993,0.041884959,0.058564429,0.118251606,0.014706845,0.002161988
A09x29718917,A09,93.4921685,0.067728425,0.109634411,0.146466732,0.025545265,0.00072754
A09x29736789,A09,94.32028338,0.199948483,0.093572926,0.105318052,0.001743323,0.000285276
A09x29800389,A09,95.57872475,0.280598413,0.251094781,0.006598163,0.000416736,0.045036365
A09x29836334,A09,95.98729048,0.19552447,0.292252407,0.00345182,0.002576858,0.022036402
A09x29934566,A09,96.39628072,0.104376552,0.329676643,0.004141278,0.001649343,0.002788867
A09x29985435,A09,96.80527134,0.101262547,0.343514282,0.001986042,0.004341138,0.004761327
A09x30032517,A09,97.21405125,0.208405016,0.33758222,0.000719461,0.000392315,0.001683841
A09x30115224,A09,98.04259859,0.281346307,0.468360018,0.023590628,0.000719493,0.009472321
A09x30308238,A09,98.4513785,0.308862129,0.510618481,0.021415074,0.002204716,0.010277329
A09x30503469,A09,98.86015841,0.292263087,0.392913033,0.019030054,0.00183982,0.019841815
A09x30589236,A09,99.68870575,0.266682082,0.363054427,0.02645672,0.00155606,0.037505117
A09x30681878,A09,100.0974857,0.398561046,0.272493538,0.001354511,0.014431897,0.118605103
A09x30766534,A09,100.5060176,0.445239687,0.303361676,0.009704246,0.094348939,0.147489152
A09x30921731,A09,101.8323871,0.223124092,0.060238978,0.051666628,0.126100724,0.182427192
A09x31113981,A09,103.1585379,0.146829025,0.117905009,0.033367091,0.173711279,0.185638015
A09x31260039,A09,103.9861868,0.146433557,0.032266126,0.00087675,0.11431756,0.269414769
A09x31430368,A09,105.2444123,0.010757347,1.33E-06,0.003865999,0.030291228,0.498817216
